genome,species,SGB,species_name,Quality_score,Genome_quality,VMGC_representative,genome_is_VMGC_representative,representative,genome_is_representative
SRR17635738.sbin.3,829633,SGB003,Megasphaera lornae,91.42,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG89.mbin.3,567022,SGB009,Amygdalobacter indicium (BVAB2),91.42,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR13167562.mbin.13,567022,SGB009,Amygdalobacter indicium (BVAB2),91.42,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR12830911.sbin.37,900875,SGB025,Prevotella bivia,91.41,high-quality,MG238.mbin.3,0,MG238.mbin.3,0
SRR16471055.mbin.25,879245,SGB037,Peptoniphilus_A lacrimalis,91.41,high-quality,MG1317.sbin.30,0,MG1317.sbin.30,0
MG1046.mbin.9,382359,SGB022,Prevotella sp000758925,91.41,high-quality,MG160.sbin.15,0,MG160.sbin.15,0
MG656.mbin.9,921722,SGB017,Parvimonas sp001552895,91.41,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG163.mbin.1,367459,SGB005,Bifidobacterium swidsinskii,91.4,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
ERR10897685.mbin.6,899308,SGB057,Streptococcus anginosus,91.4,high-quality,GCF_900096985.1,0,GCF_900096985.1,0
MG1331.mbin.8,829633,SGB003,Megasphaera lornae,91.4,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG892.mbin.2,829633,SGB003,Megasphaera lornae,91.4,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG1256.mbin.21,581434,SGB021,Sneathia sanguinegens,91.4,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
MG1054.mbin.34,936138,SGB047,Cryptobacteroides_unknown,91.4,high-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
ERR10898146.mbin.4,783244,SGB004,Bifidobacterium vaginale,91.39,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG534.mbin.18,829633,SGB003,Megasphaera lornae,91.39,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG896.mbin.3,829633,SGB003,Megasphaera lornae,91.39,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG556.mbin.10,567022,SGB009,Amygdalobacter indicium (BVAB2),91.39,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR13167568.mbin.7,567022,SGB009,Amygdalobacter indicium (BVAB2),91.39,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
PV56.sbin.12,379267,SGB015,Fannyhessea_unknown,91.39,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
SRR18765387.mbin.6,619501,SGB002,Fannyhessea vaginae,91.38,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG689.mbin.4,498055,SGB007,Prevotella amnii,91.38,high-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
MG1103.sbin.14,567022,SGB009,Amygdalobacter indicium (BVAB2),91.38,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG278.mbin.2,567022,SGB009,Amygdalobacter indicium (BVAB2),91.38,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG882.mbin.3,567022,SGB009,Amygdalobacter indicium (BVAB2),91.38,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR16916865.mbin.18,856589,SGB027,Fannyhessea massiliensis,91.38,high-quality,GCF_000179715.1,0,GCF_000179715.1,0
MG979.mbin.4,719869,SGB013,Prevotella_unknown,91.38,high-quality,MG836.mbin.11,0,MG836.mbin.11,0
MG666.mbin.14,198418,SGB008,Berryella sp001552935,91.38,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
ERR10898101.sbin.2,988598,SGB006,Lactobacillus crispatus,91.37,high-quality,GCF_000162255.1,0,GCF_000162255.1,0
MG403.sbin.14,367459,SGB005,Bifidobacterium swidsinskii,91.37,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG494.sbin.12,619501,SGB002,Fannyhessea vaginae,91.37,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG1277.mbin.21,567022,SGB009,Amygdalobacter indicium (BVAB2),91.37,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG920.mbin.10,567022,SGB009,Amygdalobacter indicium (BVAB2),91.37,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG84.mbin.4,198418,SGB008,Berryella sp001552935,91.37,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG996.mbin.32,856531,SGB067,Sodaliphilus_unknown,91.37,high-quality,MG222.mbin.12,0,MG222.mbin.12,0
MG867.mbin.10,240891,SGB001,Lactobacillus iners,91.36,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SAMN00044684.mbin.26,498055,SGB007,Prevotella amnii,91.36,high-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
ERR10898269.sbin.1,129724,SGB060,Enterococcus faecalis,91.36,high-quality,GCF_000148305.1,0,GCF_000148305.1,0
SRR17635734.mbin.5,899308,SGB057,Streptococcus anginosus,91.36,high-quality,GCF_900096985.1,0,GCF_900096985.1,0
MG1135.sbin.7,829633,SGB003,Megasphaera lornae,91.36,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
SRR11749281.mbin.11,567022,SGB009,Amygdalobacter indicium (BVAB2),91.36,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
ERR10897840.sbin.2,223646,SGB064,Lactobacillus paragasseri,91.36,high-quality,GCF_900636895.1,0,GCF_019459585.1,0
MG403.sbin.10,198418,SGB008,Berryella sp001552935,91.36,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG14.mbin.30,667712,SGB012,Dialister sp001553355,91.36,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG160.mbin.9,927036,SGB016,Bifidobacterium vaginale_A,91.35,high-quality,MG554.mbin.9,0,MG554.mbin.9,0
MG554.mbin.7,567022,SGB009,Amygdalobacter indicium (BVAB2),91.35,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG679.mbin.6,567022,SGB009,Amygdalobacter indicium (BVAB2),91.35,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG1233.mbin.23,198418,SGB008,Berryella sp001552935,91.35,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
P10709465.mbin.12,198418,SGB008,Berryella sp001552935,91.35,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG1248.mbin.41,448856,SGB062,Stomatobaculum sp002892395,91.35,high-quality,GCF_002892395.1,0,GCF_002892395.1,0
SRR16471075.mbin.17,502327,SGB061,Prevotella sp000479005,91.35,high-quality,GCF_000759265.1,0,GCF_000759265.1,0
MG1087.mbin.4,498055,SGB007,Prevotella amnii,91.34,high-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
MG114.mbin.20,829633,SGB003,Megasphaera lornae,91.34,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG486.mbin.2,829633,SGB003,Megasphaera lornae,91.34,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG331.mbin.1,567022,SGB009,Amygdalobacter indicium (BVAB2),91.34,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG1135.mbin.8,719869,SGB013,Prevotella_unknown,91.34,high-quality,MG836.mbin.11,0,MG836.mbin.11,0
MG528.mbin.18,719869,SGB013,Prevotella_unknown,91.34,high-quality,MG836.mbin.11,0,MG836.mbin.11,0
MG1325.mbin.26,988627,SGB011,Sneathia vaginalis,91.34,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG1212.mbin.6,581434,SGB021,Sneathia sanguinegens,91.34,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
MG368.mbin.28,382359,SGB022,Prevotella sp000758925,91.34,high-quality,MG160.sbin.15,0,MG160.sbin.15,0
MG267.sbin.10,340758,SGB105,Prevotella ihumii,91.33,high-quality,MG267.sbin.10,1,MG267.sbin.10,1
MG451.sbin.1,240891,SGB001,Lactobacillus iners,91.33,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
P10709029.mbin.8,927036,SGB016,Bifidobacterium vaginale_A,91.33,high-quality,MG554.mbin.9,0,MG554.mbin.9,0
MG1112.sbin.10,567022,SGB009,Amygdalobacter indicium (BVAB2),91.33,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR12830917.mbin.22,567022,SGB009,Amygdalobacter indicium (BVAB2),91.33,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR17635707.mbin.55,295887,SGB311,Corynebacterium sp022347285,91.33,high-quality,SRR17635703.sbin.4,0,SRR17635703.sbin.4,0
MG2.mbin.1,567022,SGB009,Amygdalobacter indicium (BVAB2),91.32,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR17635515.mbin.25,567022,SGB009,Amygdalobacter indicium (BVAB2),91.32,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG961.sbin.14,667712,SGB012,Dialister sp001553355,91.32,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG317.sbin.5,524101,SGB043,Metamycoplasma hominis,91.32,high-quality,P10708995.mbin.16,0,P10708995.mbin.16,0
SRR17635741.mbin.11,567022,SGB009,Amygdalobacter indicium (BVAB2),91.31,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG82.mbin.10,123406,SGB010,UBA629 sp005465875 (BVAB1),91.31,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
SRR16916874.mbin.19,697687,SGB045,Gemella asaccharolytica,91.31,high-quality,MG1038.mbin.15,0,MG1038.mbin.15,0
SRR17635627.sbin.2,276312,SGB132,Alloscardovia omnicolens,91.31,high-quality,MG247.mbin.1,0,MG247.mbin.1,0
ERR10898067.mbin.7,783244,SGB004,Bifidobacterium vaginale,91.3,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG617.mbin.15,498055,SGB007,Prevotella amnii,91.3,high-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
MG193.mbin.6,829633,SGB003,Megasphaera lornae,91.3,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
ERR10897853.mbin.1,240891,SGB001,Lactobacillus iners,91.29,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR16470980.mbin.18,619501,SGB002,Fannyhessea vaginae,91.29,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
ERR10897680.mbin.11,567022,SGB009,Amygdalobacter indicium (BVAB2),91.29,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR12830922.mbin.2,567022,SGB009,Amygdalobacter indicium (BVAB2),91.29,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR17635470.mbin.14,567022,SGB009,Amygdalobacter indicium (BVAB2),91.29,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG491.sbin.17,123406,SGB010,UBA629 sp005465875 (BVAB1),91.29,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG570.mbin.3,667712,SGB012,Dialister sp001553355,91.29,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
SRR17635707.mbin.8,214807,SGB143,Corynebacterium sp900539985,91.29,high-quality,SRR17635502.sbin.5,0,SRR17635502.sbin.5,0
ERR4705226.mbin.12,900875,SGB025,Prevotella bivia,91.28,high-quality,MG238.mbin.3,0,MG238.mbin.3,0
SRR16916879.sbin.2,619501,SGB002,Fannyhessea vaginae,91.28,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG1212.mbin.21,927036,SGB016,Bifidobacterium vaginale_A,91.28,high-quality,MG554.mbin.9,0,MG554.mbin.9,0
MG949.mbin.5,379267,SGB015,Fannyhessea_unknown,91.28,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG499.sbin.7,198418,SGB008,Berryella sp001552935,91.28,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG473.mbin.5,719869,SGB054,Prevotella_unknown,91.28,high-quality,MG691.mbin.15,0,MG836.mbin.11,0
MG385.mbin.4,367459,SGB005,Bifidobacterium swidsinskii,91.27,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
SAMN00141927.mbin.3,829633,SGB003,Megasphaera lornae,91.27,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
SRR16916865.mbin.24,829633,SGB003,Megasphaera lornae,91.27,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG372.mbin.4,567022,SGB009,Amygdalobacter indicium (BVAB2),91.27,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG446.mbin.31,198418,SGB008,Berryella sp001552935,91.27,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG614.mbin.3,198418,SGB008,Berryella sp001552935,91.27,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
P10709581.mbin.18,198418,SGB008,Berryella sp001552935,91.27,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
SRR17635694.mbin.1,829633,SGB003,Megasphaera lornae,91.26,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG94.mbin.14,567022,SGB009,Amygdalobacter indicium (BVAB2),91.26,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR13167565.mbin.8,567022,SGB009,Amygdalobacter indicium (BVAB2),91.26,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG421.mbin.12,379267,SGB015,Fannyhessea_unknown,91.26,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG1111.sbin.3,499721,SGB040,Lactobacillus mulieris,91.26,high-quality,GCF_000159335.1,0,GCF_000159335.1,0
MG658.mbin.9,665829,SGB034,Mageeibacillus indolicus (BVAB3),91.26,high-quality,GCF_000025225.2,0,GCF_000025225.2,0
MG1306.mbin.21,936138,SGB047,Cryptobacteroides_unknown,91.26,high-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
ERR10898288.mbin.7,240891,SGB001,Lactobacillus iners,91.25,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG368.mbin.17,320153,SGB023,Megasphaera hutchinsoni,91.25,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
MG923.mbin.7,829633,SGB003,Megasphaera lornae,91.25,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
SRR17635479.mbin.17,829633,SGB003,Megasphaera lornae,91.25,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG499.mbin.2,567022,SGB009,Amygdalobacter indicium (BVAB2),91.25,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR17635737.mbin.20,379267,SGB015,Fannyhessea_unknown,91.25,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG116.mbin.1,581434,SGB021,Sneathia sanguinegens,91.25,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
MG17.sbin.50,719869,SGB035,Prevotella_unknown,91.25,high-quality,MG214.mbin.27,0,MG836.mbin.11,0
SRR17635642.mbin.5,240891,SGB019,Lactobacillus iners,91.24,high-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
MG1278.mbin.5,367459,SGB005,Bifidobacterium swidsinskii,91.24,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG1070.mbin.6,320153,SGB023,Megasphaera hutchinsoni,91.24,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
SRR17635585.mbin.9,829633,SGB003,Megasphaera lornae,91.24,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG1253.mbin.32,856589,SGB027,Fannyhessea massiliensis,91.24,high-quality,GCF_000179715.1,0,GCF_000179715.1,0
MG1099.mbin.33,198418,SGB008,Berryella sp001552935,91.24,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG1313.sbin.7,448856,SGB062,Stomatobaculum sp002892395,91.24,high-quality,GCF_002892395.1,0,GCF_002892395.1,0
MG1050.mbin.15,988627,SGB011,Sneathia vaginalis,91.24,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
SRR16916874.mbin.28,921722,SGB017,Parvimonas sp001552895,91.24,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
SRR10258546.mbin.14,367459,SGB005,Bifidobacterium swidsinskii,91.23,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG160.mbin.16,498055,SGB007,Prevotella amnii,91.23,high-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
MG541.mbin.8,320153,SGB023,Megasphaera hutchinsoni,91.23,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
MG1313.sbin.18,941235,SGB014,Prevotella timonensis_A,91.22,high-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
P10709371.mbin.9,619501,SGB002,Fannyhessea vaginae,91.22,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
P10709792.mbin.4,829633,SGB003,Megasphaera lornae,91.22,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG84.mbin.3,567022,SGB009,Amygdalobacter indicium (BVAB2),91.22,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR17635738.mbin.10,379267,SGB015,Fannyhessea_unknown,91.22,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG1041.sbin.47,309208,SGB051,Peptoniphilus_A vaginalis,91.22,high-quality,GCF_900176605.1,0,GCF_900176605.1,0
MG488.mbin.9,988627,SGB011,Sneathia vaginalis,91.22,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG1038.mbin.36,791236,SGB080,Amygdalobacter nucleatus,91.22,high-quality,GCF_001552885.1,0,GCF_001552885.1,0
MG1080.mbin.2,285819,SGB204,Fusobacterium animalis,91.22,high-quality,SRR5575601.mbin.4,0,SRR5575601.mbin.4,0
SAMN00032548.mbin.13,367459,SGB005,Bifidobacterium swidsinskii,91.21,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG1201.mbin.24,619501,SGB002,Fannyhessea vaginae,91.21,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG579.mbin.1,619501,SGB002,Fannyhessea vaginae,91.21,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
GV16.mbin.1,595185,SGB044,Bifidobacterium piotii,91.21,high-quality,GCF_003397615.1,0,SRR13167550.mbin.1,0
P10709271.mbin.17,567022,SGB009,Amygdalobacter indicium (BVAB2),91.21,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
P10709460.mbin.5,567022,SGB009,Amygdalobacter indicium (BVAB2),91.21,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG1204.mbin.23,198418,SGB008,Berryella sp001552935,91.21,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG404.sbin.7,559158,SGB077,Limosilactobacillus portuensis,91.21,high-quality,SRR17635796.mbin.2,0,SRR17635796.mbin.2,0
SAMN00044822.sbin.22,921722,SGB017,Parvimonas sp001552895,91.21,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG986.sbin.5,240891,SGB001,Lactobacillus iners,91.2,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR13167677.mbin.3,619501,SGB002,Fannyhessea vaginae,91.2,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
P10709358.mbin.11,783244,SGB004,Bifidobacterium vaginale,91.2,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG194.mbin.8,498055,SGB007,Prevotella amnii,91.2,high-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
MG1077.mbin.15,719869,SGB013,Prevotella_unknown,91.2,high-quality,MG836.mbin.11,0,MG836.mbin.11,0
MG160.mbin.24,719869,SGB013,Prevotella_unknown,91.2,high-quality,MG836.mbin.11,0,MG836.mbin.11,0
MG560.mbin.13,198418,SGB008,Berryella sp001552935,91.2,high-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG95.mbin.10,667712,SGB012,Dialister sp001553355,91.2,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
GCF_019278095.1,611554,SGB031,Lactobacillus gasseri,91.19,high-quality,GCF_000439915.2,0,GCF_000439915.2,0
SRR13167592.mbin.1,123406,SGB010,UBA629 sp005465875 (BVAB1),91.19,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
P10710167.mbin.23,180159,SGB630,Agathobaculum butyriciproducens,91.18,high-quality,P10710167.mbin.23,1,P10710167.mbin.23,1
MG130.mbin.6,567022,SGB009,Amygdalobacter indicium (BVAB2),91.18,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG23.mbin.1,379267,SGB015,Fannyhessea_unknown,91.18,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG1041.sbin.11,123406,SGB010,UBA629 sp005465875 (BVAB1),91.18,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG1263.mbin.10,382359,SGB022,Prevotella sp000758925,91.18,high-quality,MG160.sbin.15,0,MG160.sbin.15,0
MG669.mbin.13,941235,SGB014,Prevotella timonensis_A,91.17,high-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG446.sbin.26,619501,SGB002,Fannyhessea vaginae,91.17,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG1157.mbin.41,856589,SGB086,Fannyhessea massiliensis,91.17,high-quality,GCF_900343135.1,0,GCF_000179715.1,0
MG514.mbin.19,921722,SGB017,Parvimonas sp001552895,91.17,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG1338.mbin.63,240891,SGB001,Lactobacillus iners,91.16,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG1316.mbin.29,567022,SGB009,Amygdalobacter indicium (BVAB2),91.16,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR17635740.mbin.18,567022,SGB009,Amygdalobacter indicium (BVAB2),91.16,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG1263.mbin.23,916256,SGB030,Mobiluncus mulieris,91.16,high-quality,MG190.mbin.7,0,MG190.mbin.7,0
MG144.sbin.28,382359,SGB022,Prevotella sp000758925,91.16,high-quality,MG160.sbin.15,0,MG160.sbin.15,0
P10708882.sbin.26,716122,SGB184,CAJPTP01 sp905373555,91.15,high-quality,P10708882.sbin.26,1,P10708882.sbin.26,1
ERR10898003.mbin.1,240891,SGB001,Lactobacillus iners,91.15,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG1002.sbin.16,829633,SGB003,Megasphaera lornae,91.15,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG880.mbin.13,829633,SGB003,Megasphaera lornae,91.15,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
GV18.mbin.10,567022,SGB009,Amygdalobacter indicium (BVAB2),91.15,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG373.sbin.8,719869,SGB013,Prevotella_unknown,91.15,high-quality,MG836.mbin.11,0,MG836.mbin.11,0
SRR17635610.sbin.2,988598,SGB006,Lactobacillus crispatus,91.14,high-quality,GCF_000162255.1,0,GCF_000162255.1,0
MG507.mbin.12,897926,SGB053,Bifidobacterium breve,91.14,high-quality,ERR4421624.sbin.1,0,ERR4421624.sbin.1,0
ERR10897857.sbin.2,988598,SGB039,Lactobacillus crispatus,91.14,high-quality,GCF_019537355.1,0,GCF_000162255.1,0
MG353.mbin.3,927036,SGB016,Bifidobacterium vaginale_A,91.14,high-quality,MG554.mbin.9,0,MG554.mbin.9,0
MG243.sbin.5,567022,SGB009,Amygdalobacter indicium (BVAB2),91.14,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG537.mbin.2,567022,SGB009,Amygdalobacter indicium (BVAB2),91.14,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG694.mbin.14,581434,SGB021,Sneathia sanguinegens,91.14,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
MG511.mbin.7,829633,SGB003,Megasphaera lornae,91.13,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
SRR17635737.mbin.21,829633,SGB003,Megasphaera lornae,91.13,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
SRR16916872.mbin.17,567022,SGB009,Amygdalobacter indicium (BVAB2),91.13,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG16.sbin.28,856531,SGB067,Sodaliphilus_unknown,91.13,high-quality,MG222.mbin.12,0,MG222.mbin.12,0
MG95.mbin.16,988627,SGB011,Sneathia vaginalis,91.13,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG654.mbin.7,581434,SGB021,Sneathia sanguinegens,91.13,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
SRR11749281.mbin.16,783244,SGB004,Bifidobacterium vaginale,91.12,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG685.sbin.3,829633,SGB003,Megasphaera lornae,91.12,high-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG1294.mbin.1,900875,SGB025,Prevotella bivia,91.11,high-quality,MG238.mbin.3,0,MG238.mbin.3,0
MG1185.mbin.9,619501,SGB002,Fannyhessea vaginae,91.11,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
P10709792.mbin.9,783244,SGB004,Bifidobacterium vaginale,91.11,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
P10710392.sbin.5,567022,SGB009,Amygdalobacter indicium (BVAB2),91.11,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG1053.mbin.16,542621,SGB024,Aerococcus christensenii,91.11,high-quality,P10709641.mbin.2,0,P10709641.mbin.2,0
P10708891.mbin.20,988627,SGB011,Sneathia vaginalis,91.11,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
SRR12018781.sbin.1,367459,SGB005,Bifidobacterium swidsinskii,91.1,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG895.sbin.4,123406,SGB010,UBA629 sp005465875 (BVAB1),91.1,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG23.mbin.6,667712,SGB012,Dialister sp001553355,91.1,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
SRR17635770.mbin.4,542611,SGB081,Finegoldia magna_H,91.1,high-quality,GCF_000179495.1,0,GCF_000179495.1,0
MG668.sbin.1,766234,SGB153,Catonella_unknown,91.1,high-quality,MG1080.mbin.61,0,MG1080.mbin.61,0
SRR18765393.mbin.8,240891,SGB001,Lactobacillus iners,91.09,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG1328.mbin.17,619501,SGB002,Fannyhessea vaginae,91.09,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG519.mbin.25,498055,SGB007,Prevotella amnii,91.09,high-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
SRR17635662.mbin.1,611554,SGB031,Lactobacillus gasseri,91.09,high-quality,GCF_000439915.2,0,GCF_000439915.2,0
MG1278.mbin.1,567022,SGB009,Amygdalobacter indicium (BVAB2),91.09,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
P10709417.sbin.6,567022,SGB009,Amygdalobacter indicium (BVAB2),91.09,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG354.mbin.6,542621,SGB024,Aerococcus christensenii,91.09,high-quality,P10709641.mbin.2,0,P10709641.mbin.2,0
SRR17635683.mbin.11,802866,SGB159,Levyella massiliensis,91.09,high-quality,ERR10897925.mbin.40,0,ERR10897925.mbin.40,0
MG1251.mbin.1,783244,SGB004,Bifidobacterium vaginale,91.08,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG735.mbin.1,927036,SGB016,Bifidobacterium vaginale_A,91.08,high-quality,MG554.mbin.9,0,MG554.mbin.9,0
SRR17635474.sbin.1,567022,SGB009,Amygdalobacter indicium (BVAB2),91.08,high-quality,GCF_029101565.1,0,MG1201.mbin.9,0
SRR11749279.sbin.36,791236,SGB080,Amygdalobacter nucleatus,91.08,high-quality,GCF_001552885.1,0,GCF_001552885.1,0
