Assembly Accession	CheckM contamination	CheckM completeness	Assembly Stats Total Sequence Length
GCF_007999645.1	0.25	99.83	3953489
GCF_007999705.1	0.8	99.81	4142021
GCF_007999725.1	0.36	99.83	3887062
GCF_007999745.1	0.36	99.83	3979997
GCF_007999755.1	2.22	99.83	4121988
GCF_007999765.1	0.59	99.83	3947917
GCF_007999805.1	1.88	99.83	4130649
GCF_007999815.1	0.25	99.83	3885329
GCF_007999855.1	0.25	99.83	4001644
GCF_007999875.1	0.37	99.81	4011077
GCF_007999885.1	0.3	99.81	3952274
GCF_007999945.1	0.72	99.61	4250036
GCF_007999985.1	0.23	99.94	4166320
GCF_008000075.1	3.33	99.47	4202885
GCF_008000095.1	1.29	99.5	3955221
GCF_008000125.1	1.12	99.5	3984364
GCF_008000175.1	0.59	99.78	3962006
GCF_008000275.1	0.28	98.82	3914530
GCF_008000715.1	0.78	99.81	4123587
GCF_008000725.1	1.41	99.75	3990783
GCF_008033255.1			4030258
GCF_008123485.1	0.45	99.02	3813819
GCF_008123545.1	0.62	99.31	3867175
GCF_008124045.1	1.36	99.94	3843574
GCF_008180145.1	0.94	97.78	4075624
GCF_008244865.1	0.17	99.83	3935331
GCF_008244885.1	0.17	99.94	3936362
GCF_008244905.1	0.17	99.94	3935083
GCF_008477565.1	0.08	99.61	3943341
GCF_008581385.1	0.92	99.1	4108683
GCF_008581485.1	1.96	99.54	3736395
GCF_008581605.1	1.71	98.99	3906695
GCF_008581715.1	1.09	98.93	4047672
GCF_008581785.1	1.66	98.93	4034616
GCF_008629755.1	0.7	99.92	3988961
GCF_008629945.1			4141948
GCF_008630895.1	0.67	98.45	3961713
GCF_008632635.1	0.95	99.94	3980230
GCF_008709565.1	0.59	99.63	4240733
GCF_008709585.1	0.36	99.46	4127201
GCF_008709665.1	0.25	99.94	4086567
GCF_008709675.1	0.51	98.62	4174847
GCF_008709685.1	1.17	98.89	3997377
GCF_008709745.1	0.25	99.81	4170369
GCF_008726135.1	0.57	99.94	4100149
GCF_008801795.1	0.5	99.94	3839365
GCF_008802935.1	1.16	95.92	3923146
GCF_008806435.1	0.25	99.83	3945326
GCF_008806475.1	0.77	99.83	4029703
GCF_008806485.1	0.25	99.83	3925839
GCF_008806495.1	0.25	99.61	4016062
GCF_008806505.1	0.74	99.78	3857936
GCF_008806535.1	0.8	99.66	3971880
GCF_008807055.1	0.25	99.63	4029386
GCF_008830715.1	0.7	99.47	3976744
GCF_008830785.1	0.25	99.83	3882686
GCF_008830795.1	0.25	99.83	3879637
GCF_008830805.1	0.25	99.75	3882595
GCF_008830835.1	0.25	99.83	3886883
GCF_008830855.1	0.25	99.83	3924679
GCF_008830885.1	0.84	99.61	3946388
GCF_008830895.1	0.25	99.83	3882927
GCF_008830905.1	0.25	99.83	3948429
GCF_008830945.1	0.25	99.83	3868040
GCF_008830955.1	0.25	99.83	3883438
GCF_008830985.1	0.25	99.83	3885547
GCF_008830995.1	0.25	99.83	3868180
GCF_008831005.1	1.21	99.83	4215125
GCF_008931365.1	1.33	97.39	4230606
GCF_009268055.1	0.51	98.89	4198099
GCF_009428985.1	0.41	99.1	4250546
GCF_009445385.1	0.3	99.1	3984752
GCF_009445395.1	0.39	99.44	3937983
GCF_009445405.1	1.07	99.69	3901125
GCF_009445415.1	0.32	99.44	3990249
GCF_009455505.1	0.25	99.18	4092125
GCF_009497435.1	0.51	98.7	4102555
GCF_009497495.1	0.51	98.73	4102168
GCF_009497505.1	0.29	98.57	4136827
GCF_009497515.1	0.29	98.57	4244771
GCF_009497535.1	0.29	99.08	4183937
GCF_009497575.1	0.51	98.73	4104184
GCF_009497595.1	0.51	98.73	4102995
GCF_009497615.1	0.29	99.08	4172082
GCF_009497995.1	0.64	99.27	4095749
GCF_009498335.1	0.25	98.03	4030371
GCF_009645235.1	0.98	99.75	4088671
GCF_009645275.1	0.95	99.75	4198564
GCF_009645285.1	0.98	99.75	4189614
GCF_009645335.1	0.95	99.75	4152252
GCF_009645345.1	0.98	99.75	4189249
GCF_009645365.1	0.95	99.41	4152453
GCF_009645395.1	0.95	99.75	4152882
GCF_009645415.1	0.95	99.75	4196280
GCF_009645425.1	0.98	99.75	4185779
GCF_009645465.1	0.98	99.75	4231525
GCF_009645495.1	0.98	99.41	4227226
GCF_009645505.1	0.95	99.75	4153682
GCF_009645525.1	0.98	99.75	4189034
GCF_009645575.1	0.98	99.75	4155666
GCF_009645595.1	0.95	99.75	4154120
GCF_009645605.1	0.98	99.75	4184127
GCF_009645635.1	0.95	99.75	4154559
GCF_009645645.1	0.98	99.41	4201892
GCF_009645675.1	0.98	99.33	4242639
GCF_009645685.1	0.98	99.75	4201730
GCF_009645705.1	0.95	99.75	4197238
GCF_009645745.1	0.98	99.75	4236429
GCF_009645775.1	0.95	99.75	4154256
GCF_009645805.1	0.95	99.75	4155316
GCF_009645815.1	0.98	99.75	4189326
GCF_009645825.1	0.98	99.75	4231065
GCF_009645905.1	0.98	99.75	4233519
GCF_009645915.1	0.98	99.66	4194757
GCF_009645925.1	0.98	99.75	4190702
GCF_009645975.1	0.98	99.75	4244989
GCF_009645995.1	0.98	99.75	4188577
GCF_009646005.1	0.98	99.41	4167310
GCF_009646015.1	0.98	99.75	4182437
GCF_009710715.1	0.17	99.05	3918428
GCF_009735745.1	0.59	99.29	3951481
GCF_009735775.1	0.17	99.78	3995340
GCF_009735845.1	1.65	99.44	4090896
GCF_009735865.1	0.17	99.44	3989921
GCF_009735875.1	0.25	99.29	3947242
GCF_009735885.1	0.25	99.33	3964760
GCF_009735915.1	0.17	99.44	3988793
GCF_009735945.1	0.17	99.44	3989155
GCF_009735965.1	0.17	99.78	3917859
GCF_009735985.1	0.17	99.78	3999983
GCF_009735995.1	0.25	99.29	3879684
GCF_009736025.1	0.17	99.78	3903821
GCF_009736045.1	0.17	99.78	3905012
GCF_009736065.1	0.59	99.33	3964333
GCF_009736075.1	0.25	99.33	3959307
GCF_009736095.1	0.25	99.07	3951260
GCF_009736115.1	0.25	99.18	3949765
GCF_009736145.1	0.25	99.09	3902911
GCF_009736155.1	0.25	99.33	3989840
GCF_009736185.1	0.25	99.29	3964977
GCF_009736195.1	0.25	99.43	3901442
GCF_009736205.1	0.17	99.78	3995263
GCF_009736245.1	0.17	99.66	3969958
GCF_009736255.1	0.25	99.43	3891545
GCF_009736285.1	0.17	99.78	4021346
GCF_009736295.1	0.17	99.78	4016941
GCF_009736305.1	0.17	99.69	3977660
GCF_009736345.1	0.17	99.1	3874802
GCF_009736355.1	0.25	99.43	3873896
GCF_009736385.1	0.17	99.78	4016166
GCF_009736395.1	0.25	99.33	3963490
GCF_009736405.1	0.17	99.43	3981944
GCF_009736445.1	0.17	99.78	3970617
GCF_009736455.1	0.17	99.61	3979051
GCF_009736485.1	0.17	99.61	3978457
GCF_009736505.1	0.17	99.78	4062411
GCF_009736525.1	0.17	99.78	3970109
GCF_009736545.1	0.17	99.74	4057969
GCF_009736555.1	0.17	99.78	4057599
GCF_009736565.1	0.17	99.94	4195786
GCF_009736605.1	0.17	99.78	4064963
GCF_009736625.1	0.17	99.78	4060655
GCF_009736645.1	0.17	99.78	3985552
GCF_009736655.1	0.5	99.1	3824471
GCF_009736665.1	0.17	99.71	3986810
GCF_009736705.1	0.17	99.1	3823474
GCF_009736725.1	0.17	99.78	3984415
GCF_009736745.1	0.17	99.94	4183569
GCF_009736755.1	0.5	99.94	4265267
GCF_009736765.1	0.17	99.94	4198112
GCF_009736805.1	0.17	99.78	3991711
GCF_009736815.1	0.17	99.78	3988451
GCF_009736845.1	0.17	99.78	3983950
GCF_009736865.1	0.17	98.77	3835050
GCF_009736875.1	0.17	99.78	3986079
GCF_009736905.1	0.17	99.78	3988992
GCF_009736925.1	0.17	99.1	4004623
GCF_009736935.1	0.22	99.1	3892445
GCF_009736965.1	0.17	98.77	3930092
GCF_009736975.1	0.17	99.78	4067434
GCF_009736995.1	0.17	99.78	4032856
GCF_009737245.1	0.17	99.78	3983674
GCF_009737295.1	0.17	99.78	3982029
GCF_009737325.1	0.5	99.78	3988589
GCF_009737345.1	0.17	99.78	3986195
GCF_009737365.1	0.17	99.72	4062238
GCF_009737375.1	0.17	99.78	3965724
GCF_009737385.1	0.17	99.78	3986100
GCF_009737425.1	0.17	99.73	3987394
GCF_009737435.1	0.17	99.78	3910764
GCF_009737465.1	0.17	99.78	3984654
GCF_009737475.1	0.17	99.78	3988321
GCF_009737505.1	0.17	99.94	4018002
GCF_009737525.1	0.17	99.78	3959326
GCF_009737545.1	0.17	99.1	3818326
GCF_009737565.1	0.17	99.44	4007803
GCF_009737575.1	0.17	99.1	3904611
GCF_009737595.1	0.17	99.94	4017509
GCF_009737625.1	0.17	99.78	4035984
GCF_009737635.1	0.22	99.78	4077484
GCF_009737665.1	0.17	99.44	3964936
GCF_009737675.1	0.17	99.78	4062942
GCF_009737685.1	0.17	99.78	4062356
GCF_009737695.1	0.17	99.78	4062060
GCF_009737735.1	1.18	99.18	3878061
GCF_009737765.1	0.17	99.61	4072554
GCF_009737775.1	0.5	99.78	4141305
GCF_009737785.1	0.17	99.23	3946485
GCF_009737795.1	0.17	99.78	3958271
GCF_009737805.1	0.17	99.78	4031857
GCF_009737865.1	0.17	99.78	3964277
GCF_009737885.1	0.17	99.78	3990719
GCF_009737895.1	0.17	99.78	3959759
GCF_009737905.1	0.17	99.78	3944575
GCF_009737915.1	0.17	99.78	4073451
GCF_009737925.1	0.17	99.78	3950157
GCF_009737985.1	0.17	99.17	3923270
GCF_009738015.1	1.01	99.94	4178269
GCF_009738065.1	0.17	99.27	4059639
GCF_009740145.1	0.25	99.86	3919248
GCF_009753645.1	0.25	99.83	3933619
GCF_009753665.1	1.43	97.62	4225063
GCF_009753685.1	0.25	99.5	3931874
GCF_009753745.1	0.25	99.5	3942907
GCF_009753775.1	0.25	99.13	4017975
GCF_009753845.1	0.25	99.83	3948034
GCF_009753855.1	0.25	99.83	3933475
GCF_009753885.1	0.17	99.61	3998220
GCF_009753905.1	0.17	99.94	4020742
GCF_009753915.1	0.17	99.27	3997413
GCF_009753925.1	0.25	99.83	3931997
GCF_009753965.1	0.25	99.5	3941434
GCF_009753995.1	0.25	99.83	3938808
GCF_009754005.1	0.25	99.5	3933017
GCF_009754965.1	2.28	99.08	4505354
GCF_009754985.1	0.61	99.61	3985978
GCF_009758295.1	0.25	99.5	3938433
GCF_009758335.1	0.17	99.61	4014741
GCF_009758395.1	0.25	99.83	3946840
GCF_009759685.1	0.06	99.19	3990388
GCF_009759905.1	0.25	99.79	3897858
GCF_009759915.1	0.59	99.48	3973291
GCF_009759925.1	0.25	99.72	3937631
GCF_009759935.1	0.25	99.83	3943501
GCF_009759985.1	0.25	99.83	3943228
GCF_009759995.1	0.25	99.83	3957473
GCF_009760005.1	0.25	99.79	3924084
GCF_009760015.1	0.25	99.83	3936848
GCF_009760065.1	0.25	99.83	4000505
GCF_009760075.1	0.27	99.83	3928093
GCF_009760085.1	0.25	99.83	3937084
GCF_009760105.1	0.25	99.83	3940329
GCF_009760145.1	0.25	99.83	3915004
GCF_009760155.1	0.25	99.5	3884393
GCF_009760165.1	0.25	99.83	4001322
GCF_009760175.1	0.25	99.83	3939094
GCF_009760225.1	0.25	99.83	3936160
GCF_009760235.1	0.25	99.79	3926532
GCF_009760245.1	0.25	99.83	3923356
GCF_009760285.1	0.25	99.83	3928268
GCF_009760305.1	0.25	99.79	3934134
GCF_009760315.1	0.25	99.83	3940064
GCF_009760325.1	0.25	99.83	3921201
GCF_009760365.1	0.08	99.79	3939530
GCF_009760385.1	0.25	99.83	3941484
GCF_009760445.1	0.25	99.83	3936664
GCF_009760455.1	0.25	99.83	3934912
GCF_009760475.1	0.25	99.48	3940362
GCF_009760485.1	0.25	99.48	3972522
GCF_009760525.1	0.25	99.8	3950748
GCF_009760535.1	0.25	99.83	3933771
GCF_009760565.1	0.25	99.83	3886264
GCF_009760575.1	0.27	99.83	3920271
GCF_009760605.1	0.25	99.83	3895344
GCF_009760625.1	0.25	99.83	3887850
GCF_009760635.1	0.25	99.83	3897615
GCF_009760645.1	0.25	99.72	3937175
GCF_009760685.1	0.25	99.83	3939271
GCF_009760705.1	0.25	99.83	3941813
GCF_009760715.1	0.25	99.83	3930517
GCF_009760725.1	0.25	99.83	3940590
GCF_009760775.1	0.25	99.83	3940513
GCF_009828675.1		99.94	4000651
GCF_009829525.1	1.09	99.54	3971862
GCF_009829535.1	1.14	99.82	3972870
GCF_009829545.1	0.25	99.07	3803354
GCF_009829555.1	0.86	99.67	4139345
GCF_009829595.1	0.53	98.94	4160491
GCF_009829755.1	0.48	99.02	3900931
GCF_009833005.1	0.5	95.05	3809822
GCF_009857695.1	3.46	99.19	4369281
GCF_009857705.1	0.62	99.09	3860520
GCF_009887785.1	0.46	99.44	3996657
GCF_009887795.1	0.53	99.82	3965718
GCF_009887905.1	0.25	99.61	4060625
GCF_009887985.1	0.17	99.44	3987179
GCF_009888065.1	0.53	99.89	3920815
GCF_009898245.1	0.08	99.09	3979303
GCF_009901665.1	0.53	99.89	3933857
GCF_009901675.1	1.19	99.36	4003349
GCF_009901705.1	0.46	99.44	3819074
GCF_009910195.1	1.32	99.54	4156151
GCF_009910215.1	1.32	99.88	4161501
GCF_010178615.1	0.68	99.72	3956146
GCF_010178625.1	1.31	99.94	3949512
GCF_010178645.1	0.25	99.86	3963568
GCF_010178695.1	0.25	99.94	3911158
GCF_010178715.1	0.25	99.94	3891108
GCF_010178725.1	0.68	99.72	3926564
GCF_010178735.1	0.17	98.6	3873186
GCF_010178765.1	0.47	99.72	3952953
GCF_010178795.1	0.25	99.94	3908069
GCF_010178815.1	1.31	99.88	3867893
GCF_010178825.1	1.1	99.38	3908248
GCF_010178835.1	0.68	99.64	4053345
GCF_010178855.1	0.25	99.94	3857841
GCF_010178895.1	0.68	99.72	3852877
GCF_010178915.1	0.67	99.64	3914378
GCF_010178925.1	0.25	99.94	3900883
GCF_010178945.1	0.68	99.54	3991691
GCF_010178955.1	0.81	99.5	3895096
GCF_010178985.1	5.09	95.27	4138051
GCF_010179015.1	0.82	99.72	4011072
GCF_010179035.1	0.25	99.64	4052962
GCF_010179055.1	0.68	99.72	3934947
GCF_010179065.1	0.6	99.64	4055201
GCF_010179075.1	0.25	99.94	3877483
GCF_010179105.1	0.68	99.72	3958862
GCF_010179135.1	0.29	99.64	4063775
GCF_010179145.1	0.95	99.75	4165665
GCF_010179175.1	0.25	99.64	4055756
GCF_010179185.1	0.25	99.64	4053558
GCF_010179205.1	0.25	99.94	3971115
GCF_010179235.1	0.68	99.72	3934368
GCF_010179245.1	1.1	99.72	3969297
GCF_010179275.1	0.25	99.94	3964682
GCF_010179285.1	0.17	99.61	3976011
GCF_010179295.1	0.28	99.94	3913841
GCF_010179335.1	0.17	99.61	3803557
GCF_010179355.1	1.31	99.88	3877988
GCF_010179375.1	1.31	99.7	3883730
GCF_010179385.1	1.56	99.88	3876661
GCF_010179395.1	0.25	99.72	3998336
GCF_010179435.1	1.31	99.88	3886756
GCF_010179455.1	0.68	99.79	3838369
GCF_010179475.1	1.36	99.88	3853887
GCF_010179495.1	1.08	98.71	4175400
GCF_010179515.1	0.68	99.72	3934322
GCF_010179525.1	0.53	99.75	4308278
GCF_010179545.1	1.42	99.94	3952231
GCF_010179575.1	0.25	99.83	3861034
GCF_010179585.1	0.25	99.19	3870455
GCF_010499635.1	0.25	99.55	3996664
GCF_010499675.1	0.25	99.78	3819919
GCF_010499685.1	0.25	99.86	3900854
GCF_010499705.1	0.25	99.94	3959552
GCF_010499735.1	0.95	99.75	4186460
GCF_010499755.1	0.41	99.64	3926602
GCF_010499775.1	0.6	99.1	4027282
GCF_010499785.1	0.69	99.78	3815729
GCF_010499805.1	0.59	99.29	3985196
GCF_010499835.1	0.46	99.66	3919899
GCF_010499875.1	0.25	99.88	3900374
GCF_010499885.1	0.25	99.72	3949553
GCF_010499935.1	1.31	99.61	3894238
GCF_010499945.1	1.66	99.27	3620806
GCF_010499955.1	0.25	99.93	3908610
GCF_010499975.1	0.68	99.72	3894120
GCF_010500015.1	1.17	99.75	4086345
GCF_010500025.1	0.42	99.94	4156095
GCF_010500035.1	0.25	99.94	3911596
GCF_010500075.1	0.17	98.6	3876565
GCF_010500085.1	0.76	99.72	3925167
GCF_010500115.1	0.25	99.86	3814411
GCF_010500125.1	0.68	99.72	3992817
GCF_010500155.1	0.25	99.78	3819743
GCF_010500175.1	0.95	99.75	4187931
GCF_010500185.1	0.5	99.43	3910215
GCF_010500235.1	0.79	99.52	4020382
GCF_010500255.1	0.39	99.94	3848873
GCF_010500265.1	0.42	99.72	4093460
GCF_010500315.1	0.32	99.72	3954199
GCF_010500335.1	1.31	99.86	3803009
GCF_010500345.1	0.84	99.44	4157619
GCF_010500355.1	0.68	99.65	3922889
GCF_010500385.1	1.08	98.71	4174603
GCF_010500415.1	0.22	99.9	3918190
GCF_010500435.1	0.98	99.44	4046200
GCF_010500455.1	0.76	99.61	4021377
GCF_010500475.1	0.29	99.86	3952697
GCF_010500485.1	1.31	99.27	3875996
GCF_010500515.1	0.34	99.9	3851430
GCF_010500535.1	0.29	99.94	3862727
GCF_010500545.1	0.64	99.61	4220868
GCF_010500565.1	0.76	99.61	4024742
GCF_010500585.1	0.76	99.88	4136531
GCF_010500625.1	0.44	99.09	3963488
GCF_010500635.1	0.25	99.25	3939047
GCF_010500645.1	0.25	99.72	3977273
GCF_010500665.1	0.62	99.61	4223655
GCF_010500715.1	2.16	99.94	3918666
GCF_010587005.1	1.22	99.85	4054293
GCF_010587045.1	4.79	98.84	4024706
GCF_010587125.1	2.91	98.84	3947605
GCF_010587435.1	3.2	99.61	4047315
GCF_010587545.1	2.09	99.19	4062064
GCF_010587575.1	1.2	99.55	4027565
GCF_010587925.1	2.52	99.78	4060218
GCF_010604855.1	2.47	99.89	4003667
GCF_010605285.1	1.56	98.91	3963161
GCF_010607685.1	0.92	99.94	3992648
GCF_010607705.1	1.64	98.73	3851486
GCF_010608825.1	2.53	99.86	4126744
GCF_010608885.1	1.58	99.92	3889438
GCF_011067065.1	0.17	98.94	3884786
GCF_011601365.1	0.45	99.75	4255339
GCF_011601385.1	0.68	99.72	3968687
GCF_011601425.1	0.06	99.44	3937867
GCF_011601445.1	0.68	99.65	3958161
GCF_011601455.1	0.06	99.52	3937832
GCF_011601475.1	0.25	99.72	3996912
GCF_011601485.1	1.31	99.88	3888901
GCF_011601525.1	0.25	99.72	3996381
GCF_011601545.1	0.53	99.64	4278120
GCF_011601555.1	0.25	99.94	3900364
GCF_011601575.1	0.25	99.94	3906469
GCF_011601585.1	0.68	99.65	3958176
GCF_011601625.1	0.68	99.72	3966420
GCF_011601645.1	0.68	99.72	3968308
GCF_011601665.1	0.68	99.72	3967655
GCF_011601685.1	1.31	99.94	4014907
GCF_011601695.1	1.31	99.88	3889010
GCF_011601725.1	0.53	99.75	4268167
GCF_011601735.1	1.31	99.94	4019294
GCF_011601765.1	1.31	99.88	3889405
GCF_011601785.1	0.25	99.72	4006915
GCF_011601805.1	1.31	99.88	3889617
GCF_011601815.1	0.53	99.64	4278146
GCF_011601845.1	1.31	99.94	4019563
GCF_011601865.1	1.31	99.88	3959983
GCF_011601875.1	1.31	99.88	3882571
GCF_011601885.1	1.31	99.94	3959010
GCF_011601925.1	1.31	99.94	4019437
GCF_011601935.1	1.31	99.88	3889456
GCF_011601965.1	3.03	99.86	4039100
GCF_011601975.1	1.31	99.94	4020486
GCF_011601985.1	1.31	99.88	3886056
GCF_011602045.1	0.68	99.64	3968731
GCF_011602055.1	1.31	99.88	3889212
GCF_011602095.1	0.25	99.94	3905143
GCF_011602125.1	0.25	99.94	3827980
GCF_011602145.1	1.31	99.88	3889452
GCF_011602155.1	1.31	99.94	4019497
GCF_011602165.1	0.76	99.88	4274797
GCF_011602205.1	1.31	99.88	3892101
GCF_011602225.1	1.31	99.88	3889009
GCF_011602235.1	1.31	99.88	3889123
GCF_011602255.1	0.36	99.72	3979936
GCF_011602285.1	1.31	99.88	3889196
GCF_011602305.1	1.31	99.94	4019644
GCF_011602405.1	1.31	99.88	3888692
GCF_011602535.1	0.5	98.6	3880591
GCF_011602545.1	1.81	99.94	4011509
GCF_011602625.1	1.31	99.94	3937139
GCF_011602645.1	0.68	99.65	3985180
GCF_011602655.1	1.31	99.94	3958929
GCF_011602675.1	1.31	99.94	3955312
GCF_011602685.1	1.31	99.94	3958905
GCF_011602725.1	0.68	99.72	3968150
GCF_011602745.1	1.53	99.72	3960023
GCF_011602755.1	0.36	99.72	3980207
GCF_011603245.1	0.25	99.86	3976548
GCF_011603295.1	0.53	99.6	4265154
GCF_011603305.1	1.7	98.65	3950614
GCF_011603345.1	0.29	99.83	3898046
GCF_011603355.1	0.36	99.94	3883733
GCF_011603385.1	0.53	99.64	4274470
GCF_011603405.1	0.25	97.26	3816485
GCF_011603415.1	1.31	99.94	4019629
GCF_011603445.1	1.31	99.94	3958985
GCF_011603455.1	0.29	99.61	3928179
GCF_011603475.1	0.25	99.94	3906653
GCF_011603485.1	1.31	99.52	3964454
GCF_011603525.1	0.36	99.72	3980061
GCF_011603535.1	0.25	99.94	3998450
GCF_011603545.1	1.31	99.94	3958714
GCF_011603585.1	0.53	99.64	4278438
GCF_011603595.1	1.31	99.94	3958901
GCF_011603625.1	1.31	99.94	3959085
GCF_011603635.1	1.31	99.88	3889063
GCF_011603645.1	1.31	99.94	3959876
GCF_011603685.1	0.68	99.65	3957481
GCF_011603705.1	2.13	99.41	4015775
GCF_011603725.1	0.25	99.94	3917248
GCF_011603735.1	1.53	99.64	3952889
GCF_011603765.1	0.68	99.72	3867090
GCF_011603775.1	1.31	99.94	3955896
GCF_011603805.1	1.31	99.94	3958938
GCF_011603825.1	1.31	99.72	3913576
GCF_011603835.1	1.31	99.88	3889194
GCF_011603845.1	1.31	99.88	3889258
GCF_011603855.1	0.68	99.65	3958150
GCF_011603905.1	1.31	99.94	3959700
GCF_011603925.1	1.31	99.52	3964288
GCF_011603945.1	0.25	99.72	3996038
GCF_011603965.1	0.68	99.72	3926855
GCF_011683235.1	0.25	98.73	3830538
GCF_011683255.1	0.25	98.73	3833110
GCF_011683265.1	0.25	98.73	3830557
GCF_011683275.1	0.25	98.73	3830391
GCF_011683305.1	0.25	98.73	3833683
GCF_011683335.1	0.17	99.92	4037562
GCF_011683355.1	0.25	99.72	3931322
GCF_011683365.1	0.25	99.83	3861811
GCF_011683375.1	0.17	99.92	4047097
GCF_011683395.1	0.25	99.83	3873462
GCF_011683425.1	0.25	99.57	3940309
GCF_011683455.1	0.92	99.83	3968779
GCF_011683465.1	0.25	99.83	3931549
GCF_011683475.1	0.25	99.83	3928067
GCF_011683485.1	0.25	99.83	3927749
GCF_011683505.1	0.25	99.83	3964984
GCF_011683555.1	0.25	99.94	4114198
GCF_011683565.1	0.25	99.94	4121162
GCF_011683575.1	0.25	99.83	3965660
GCF_011683605.1	0.25	99.83	3966803
GCF_011683625.1	0.25	99.94	4129099
GCF_011683655.1	0.25	99.94	4114289
GCF_011683665.1	0.25	99.94	4116847
GCF_011745885.1	1.31	99.94	3950294
GCF_011754375.1	0.06	99.52	3998073
GCF_012037635.1	0.17	99.78	4034871
GCF_012037655.1	0.44	99.49	3917623
GCF_012272715.1	0.17	99.94	4118119
GCF_012272735.1	0.17	99.78	4229508
GCF_012272755.1	0.25	99.94	4147490
GCF_012272775.1	0.17	99.44	4050436
GCF_012272795.1	0.25	99.94	4095067
GCF_012276735.1	0.17	99.19	3940836
GCF_012276745.1	0.95	99.88	3999993
GCF_012277115.1	0.95	99.88	4023743
GCF_012515875.1	0.82	99.94	3738405
GCF_012524085.1	0.22	99.93	3710024
GCF_012524275.1	1.23	99.75	4175981
GCF_012781995.1	0.53	99.52	4011108
GCF_012931605.1	0.87	98.9	3940086
GCF_012931625.1	0.69	99.78	4174734
GCF_012931645.1	0.69	99.78	4159123
GCF_012931665.1	0.58	99.01	3965881
GCF_012934905.1	0.53	99.75	4433724
GCF_012934925.1	1.31	99.16	3964720
GCF_012934945.1	0.25	99.75	3928362
GCF_012934965.1	0.08	99.79	4071841
GCF_012934985.1	0.25	99.71	3952539
GCF_012935005.1	0.98	98.94	4277869
GCF_012935025.1	0.25	99.83	4015124
GCF_012935045.1	0.25	99.83	3935172
GCF_012935065.1	0.25	99.3	4045545
GCF_012935085.1	0.62	99.46	4180241
GCF_012935105.1	0.62	99.54	4192382
GCF_012935125.1	0.53	98.95	4133398
GCF_012935145.1	1.31	99.75	4062974
GCF_012935165.1	0.25	99.83	4017923
GCF_012935185.1	0.25	99.66	4020539
GCF_012952675.1	0.2	99.73	3801339
GCF_012955825.1	0.13	99.73	3965245
GCF_012955845.1	0.08	99.78	3996439
GCF_012956585.1	0.08	99.78	3982981
GCF_012974585.1	0.51	99.12	4126782
GCF_012974845.1	0.17	99.07	4080415
GCF_013138415.1	0.3	99.12	3945196
GCF_013138435.1	0.25	99.5	3947240
GCF_013138475.1	0.25	99.5	3946401
GCF_013140255.1	0.25	99.66	4056103
GCF_013140275.1	0.25	99.66	4098042
GCF_013140295.1	0.42	99.66	4060055
GCF_013140305.1	0.35	99.66	4066318
GCF_013140315.1	0.25	99.66	4123377
GCF_013140355.1	0.48	99.66	4062225
GCF_013140365.1	0.25	99.66	4063698
GCF_013154985.1	0.25	99.83	3918518
GCF_013184005.1	0.22	99.84	3710255
GCF_013185115.1	0.17	99.05	3934163
GCF_013185135.1	0.25	99.35	3978566
GCF_013185155.1	0.17	96.45	3867536
GCF_013185245.1	0.59	99.58	4050624
GCF_013185265.1	0.25	99.83	3977700
GCF_013305465.1	1.76	99.05	4082498
GCF_013344855.1	0.34	99.5	3906639
GCF_013346445.1	0.17	99.45	3618502
GCF_013346455.1	1.8	99.2	3907567
GCF_013346525.1	0.32	99.61	3829105
GCF_013346545.1	0.25	99.94	3930781
GCF_013346675.1	0.22	99.94	3945421
GCF_013375255.1	0.54	93.98	3975135
GCF_013376855.2	0.08	99.83	3873271
GCF_013377175.1	0.5	99.69	4161887
GCF_013387305.1	0.19	99.94	3989249
GCF_013387385.1	0.19	99.94	3988573
GCF_013394265.1	0.17	99.61	3931210
GCF_013394285.1	0.66	99.78	4133247
GCF_013416255.1	0.84	99.5	3971708
GCF_013416275.1	0.93	99.37	3869649
GCF_013618675.1	0.25	99.81	3870655
GCF_013618685.1	0.25	99.81	3869478
GCF_013618715.1	0.25	99.81	3871036
GCF_013618725.1	0.25	99.81	3870602
GCF_013618745.1	0.25	99.81	3870903
GCF_013618775.1	0.25	99.94	4216626
GCF_013618785.1	0.25	99.86	4170742
GCF_013618815.1	0.25	99.86	4173768
GCF_013618835.1	0.25	99.86	4173870
GCF_013618855.1	0.25	99.94	4174905
GCF_013778355.1	0.69	99.52	4029267
GCF_013778405.1	0.25	99.79	3952926
GCF_013778425.1	1.98	99.52	4095371
GCF_013778445.1	1.98	99.61	4149750
GCF_013787185.1	1.73	97.26	3934032
GCF_014116765.1	0.06	99.52	3950101
GCF_014116785.1	0.06	99.52	3951042
GCF_014116795.1	0.06	99.52	3950020
GCF_014159355.1	1.25	99.08	3943032
GCF_014169655.1	0.78	99.52	3852747
GCF_014218985.1		99.94	3860242
GCF_014267385.1	0.28	99.5	3909403
GCF_014322245.1	0.81	99.36	4105826
GCF_014323505.1	2.35	99.86	4205625
GCF_014334855.1	1.82	98.01	3838516
GCF_014334865.1	1.31	98.94	3947015
GCF_014334885.1	0.69	98.44	3761671
GCF_014334905.1	0.7	98.56	3885897
GCF_014334965.1	1.31	99.22	3968938
GCF_014334975.1	0.68	98.82	3895547
GCF_014530685.1	0.25	99.83	3898564
GCF_014530695.1	0.27	99.25	4113794
